文件,函数名,函数签名,起始行,总行数,已执行行数,行覆盖率(%)
lighttpd1-gcov/src/fdevent_impl.c,fdevent_freebsd_kqueue_poll,"fdevent_freebsd_kqueue_poll (fdevents * const ev, int timeout_ms)",434,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_freebsd_kqueue_reset,fdevent_freebsd_kqueue_reset (fdevents *ev),468,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_freebsd_kqueue_free,fdevent_freebsd_kqueue_free (fdevents *ev),495,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_freebsd_kqueue_init,fdevent_freebsd_kqueue_init (fdevents *ev),510,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_solaris_port_event_del,"fdevent_solaris_port_event_del (fdevents *ev, fdnode *fdn)",518,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_solaris_port_event_set,"fdevent_solaris_port_event_set (fdevents *ev, fdnode *fdn, int events)",540,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_solaris_port_poll,"fdevent_solaris_port_poll (fdevents *ev, int timeout_ms)",546,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_solaris_port_free,fdevent_solaris_port_free (fdevents *ev),556,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_solaris_port_init,fdevent_solaris_port_init (fdevents *ev),601,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_solaris_devpoll_event_del,"fdevent_solaris_devpoll_event_del (fdevents *ev, fdnode *fdn)",609,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_solaris_devpoll_event_set,"fdevent_solaris_devpoll_event_set (fdevents *ev, fdnode *fdn, int events)",643,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_solaris_devpoll_poll,"fdevent_solaris_devpoll_poll (fdevents *ev, int timeout_ms)",653,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_solaris_devpoll_reset,fdevent_solaris_devpoll_reset (fdevents *ev),666,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_solaris_devpoll_free,fdevent_solaris_devpoll_free (fdevents *ev),689,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_solaris_devpoll_init,fdevent_solaris_devpoll_init (fdevents *ev),699,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_poll_event_del,"fdevent_poll_event_del (fdevents *ev, fdnode *fdn)",707,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_poll_event_set,"fdevent_poll_event_set (fdevents *ev, fdnode *fdn, int events)",744,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_poll_poll,"fdevent_poll_poll (fdevents *ev, int timeout_ms)",767,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_poll_free,fdevent_poll_free (fdevents *ev),804,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_poll_init,fdevent_poll_init (fdevents *ev),841,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_select_reset,fdevent_select_reset (fdevents *ev),849,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_select_event_del,"fdevent_select_event_del (fdevents *ev, fdnode *fdn)",878,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_select_event_set,"fdevent_select_event_set (fdevents *ev, fdnode *fdn, int events)",890,51,0,0.00
lighttpd1-gcov/src/fdevent_impl.c,fdevent_select_poll,"fdevent_select_poll (fdevents *ev, int timeout_ms)",900,51,0,0.00
lighttpd1-gcov/src/network_write.c,network_write_setjmp_write_cb,"network_write_setjmp_write_cb (void *fd, const void *data, off_t len)",1,51,0,0.00
lighttpd1-gcov/src/http_chunk.c,http_chunk_decode_append_data,"http_chunk_decode_append_data (request_st * const r, const char *mem, off_t len)",1,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD4_Init,MD4_Init(MD4_CTX *ctx),1,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD4_Final,"MD4_Final(unsigned char *digest, MD4_CTX *ctx)",26,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD4_Update,"MD4_Update(MD4_CTX *ctx, const void *data, size_t length)",32,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD5_Init,MD5_Init(MD5_CTX *ctx),38,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD5_Final,"MD5_Final(unsigned char *digest, MD5_CTX *ctx)",47,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD5_Update,"MD5_Update(MD5_CTX *ctx, const void *data, size_t length)",53,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA1_Init,SHA1_Init(SHA_CTX *ctx),59,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA1_Final,"SHA1_Final(unsigned char *digest, SHA_CTX *ctx)",68,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA1_Update,"SHA1_Update(SHA_CTX *ctx, const void *data, size_t length)",74,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA256_Init,SHA256_Init(SHA256_CTX *ctx),80,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA256_Final,"SHA256_Final(unsigned char *digest, SHA256_CTX *ctx)",89,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA256_Update,"SHA256_Update(SHA256_CTX *ctx, const void *data, size_t length)",95,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA512_256_Init,SHA512_256_Init(SHA512_CTX *ctx),101,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA512_256_Final,"SHA512_256_Final(unsigned char *digest, SHA512_CTX *ctx)",113,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA512_256_Update,"SHA512_256_Update(SHA512_CTX *ctx, const void *data, size_t length)",119,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA512_Init,SHA512_Init(SHA512_CTX *ctx),125,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA512_Final,"SHA512_Final(unsigned char *digest, SHA512_CTX *ctx)",134,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA512_Update,"SHA512_Update(SHA512_CTX *ctx, const void *data, size_t length)",140,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD4_Init,MD4_Init(MD4_CTX *ctx),146,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD4_Final,"MD4_Final(unsigned char *digest, MD4_CTX *ctx)",162,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD4_Update,"MD4_Update(MD4_CTX *ctx, const void *data, size_t length)",168,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD5_Init,MD5_Init(MD5_CTX *ctx),175,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD5_Final,"MD5_Final(unsigned char *digest, MD5_CTX *ctx)",186,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD5_Update,"MD5_Update(MD5_CTX *ctx, const void *data, size_t length)",196,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA1_Init,SHA1_Init(SHA_CTX *ctx),207,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA1_Final,"SHA1_Final(unsigned char *digest, SHA_CTX *ctx)",222,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA1_Update,"SHA1_Update(SHA_CTX *ctx, const void *data, size_t length)",232,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA256_Init,SHA256_Init(SHA256_CTX *ctx),243,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA256_Final,"SHA256_Final(unsigned char *digest, SHA256_CTX *ctx)",258,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA256_Update,"SHA256_Update(SHA256_CTX *ctx, const void *data, size_t length)",268,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA512_Init,SHA512_Init(SHA512_CTX *ctx),279,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA512_Final,"SHA512_Final(unsigned char *digest, SHA512_CTX *ctx)",294,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA512_Update,"SHA512_Update(SHA512_CTX *ctx, const void *data, size_t length)",304,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD4_Init,MD4_Init(MD4_CTX *ctx),315,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD4_Final,"MD4_Final(unsigned char *digest, MD4_CTX *ctx)",351,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD4_Update,"MD4_Update(MD4_CTX *ctx, const void *data, size_t length)",357,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD5_Init,MD5_Init(MD5_CTX *ctx),363,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD5_Final,"MD5_Final(unsigned char *digest, MD5_CTX *ctx)",379,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD5_Update,"MD5_Update(MD5_CTX *ctx, const void *data, size_t length)",384,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA1_Init,SHA1_Init(SHA_CTX *ctx),389,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA1_Final,"SHA1_Final(unsigned char *digest, SHA_CTX *ctx)",405,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA1_Update,"SHA1_Update(SHA_CTX *ctx, const void *data, size_t length)",410,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA256_Init,SHA256_Init(SHA256_CTX *ctx),415,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA256_Final,"SHA256_Final(unsigned char *digest, SHA256_CTX *ctx)",431,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA256_Update,"SHA256_Update(SHA256_CTX *ctx, const void *data, size_t length)",436,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA512_Init,SHA512_Init(SHA512_CTX *ctx),441,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA512_Final,"SHA512_Final(unsigned char *digest, SHA512_CTX *ctx)",458,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA512_Update,"SHA512_Update(SHA512_CTX *ctx, const void *data, size_t length)",463,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,EVP_MD4_Init,EVP_MD4_Init(EVP_MD4_CTX *ctx),468,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,EVP_MD4_Final,"EVP_MD4_Final(unsigned char *digest, EVP_MD4_CTX *ctx)",510,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,EVP_MD4_Update,"EVP_MD4_Update(EVP_MD4_CTX *ctx, const void *data, size_t length)",516,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,EVP_MD5_Init,EVP_MD5_Init(EVP_MD5_CTX *ctx),524,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,EVP_MD5_Final,"EVP_MD5_Final(unsigned char *digest, EVP_MD5_CTX *ctx)",537,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,EVP_MD5_Update,"EVP_MD5_Update(EVP_MD5_CTX *ctx, const void *data, size_t length)",543,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,EVP_SHA1_Init,EVP_SHA1_Init(EVP_SHA1_CTX *ctx),551,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,EVP_SHA1_Final,"EVP_SHA1_Final(unsigned char *digest, EVP_SHA1_CTX *ctx)",564,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,EVP_SHA1_Update,"EVP_SHA1_Update(EVP_SHA1_CTX *ctx, const void *data, size_t length)",570,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,EVP_SHA256_Init,EVP_SHA256_Init(EVP_SHA256_CTX *ctx),578,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,EVP_SHA256_Final,"EVP_SHA256_Final(unsigned char *digest, EVP_SHA256_CTX *ctx)",591,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,EVP_SHA256_Update,"EVP_SHA256_Update(EVP_SHA256_CTX *ctx, const void *data, size_t length)",597,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,EVP_SHA512_256_Init,EVP_SHA512_256_Init(EVP_SHA512_256_CTX *ctx),605,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,EVP_SHA512_256_Final,"EVP_SHA512_256_Final(unsigned char *digest, EVP_SHA512_256_CTX *ctx)",618,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,EVP_SHA512_256_Update,"EVP_SHA512_256_Update(EVP_SHA512_256_CTX *ctx, const void *data, size_t length)",624,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,EVP_SHA512_Init,EVP_SHA512_Init(EVP_SHA512_CTX *ctx),632,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,EVP_SHA512_Final,"EVP_SHA512_Final(unsigned char *digest, EVP_SHA512_CTX *ctx)",645,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,EVP_SHA512_Update,"EVP_SHA512_Update(EVP_SHA512_CTX *ctx, const void *data, size_t length)",651,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD5_Init,MD5_Init(MD5_CTX *ctx),659,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD5_Final,"MD5_Final(unsigned char *digest, MD5_CTX *ctx)",675,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,MD5_Update,"MD5_Update(MD5_CTX *ctx, const void *data, size_t length)",682,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA1_Init,SHA1_Init(SHA_CTX *ctx),688,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA1_Final,"SHA1_Final(unsigned char *digest, SHA_CTX *ctx)",697,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA1_Update,"SHA1_Update(SHA_CTX *ctx, const void *data, size_t length)",704,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA256_Init,SHA256_Init(SHA256_CTX *ctx),710,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA256_Final,"SHA256_Final(unsigned char *digest, SHA256_CTX *ctx)",719,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA256_Update,"SHA256_Update(SHA256_CTX *ctx, const void *data, size_t length)",726,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA512_Init,SHA512_Init(SHA512_CTX *ctx),732,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA512_Final,"SHA512_Final(unsigned char *digest, SHA512_CTX *ctx)",741,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,SHA512_Update,"SHA512_Update(SHA512_CTX *ctx, const void *data, size_t length)",748,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,nss_requires_explicit_init_for_basic_crypto_wth,nss_requires_explicit_init_for_basic_crypto_wth(void),754,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,li_md_once,li_md_once(MD4),780,51,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,li_md_iov,li_md_iov(MD4),955,30,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,li_md_once,li_md_once(MD5),956,29,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,li_md_iov,li_md_iov(MD5),960,25,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,li_md_once,li_md_once(SHA1),961,24,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,li_md_iov,li_md_iov(SHA1),965,20,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,li_md_once,li_md_once(SHA256),966,19,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,li_md_iov,li_md_iov(SHA256),970,15,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,li_md_once,li_md_once(SHA512_256),971,14,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,li_md_iov,li_md_iov(SHA512_256),975,10,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,li_md_once,li_md_once(SHA512),976,9,0,0.00
lighttpd1-gcov/src/sys-crypto-md.h,li_md_iov,li_md_iov(SHA512),980,5,0,0.00
lighttpd1-gcov/src/configparser.c,configparser_comp_key_id,"configparser_comp_key_id(const buffer * const obj_tag, const buffer * const comp_tag)",1,51,0,0.00
lighttpd1-gcov/src/configparser.c,configparser_simplify_regex,configparser_simplify_regex(buffer * const b),187,51,0,0.00
lighttpd1-gcov/src/configparser.c,configparser_parse_condition,"configparser_parse_condition(config_t * const ctx, const buffer * const obj_tag, const buffer * const comp_tag, config_cond_t cond, buffer * const rvalue)",228,51,0,0.00
lighttpd1-gcov/src/configparser.c,configparser_parse_else_condition,configparser_parse_else_condition(config_t * const ctx),266,51,0,0.00
lighttpd1-gcov/src/reqpool.c,request_config_set_defaults,request_config_set_defaults (const request_config *config_defaults),1,51,10,19.61
lighttpd1-gcov/src/reqpool.c,request_config_reset,request_config_reset (request_st * const r),32,51,24,47.06
lighttpd1-gcov/src/reqpool.c,request_init_data,"request_init_data (request_st * const r, connection * const con, server * const srv)",40,51,21,41.18
lighttpd1-gcov/src/reqpool.c,request_init,request_init (connection * const con),47,51,21,41.18
lighttpd1-gcov/src/reqpool.c,request_reset,request_reset (request_st * const r),84,51,18,35.29
lighttpd1-gcov/src/reqpool.c,request_reset_ex,request_reset_ex (request_st * const r),93,51,19,37.25
lighttpd1-gcov/src/reqpool.c,request_free_data,request_free_data (request_st * const r),192,51,27,52.94
lighttpd1-gcov/src/reqpool.c,request_pool_free,request_pool_free (void),222,51,22,43.14
lighttpd1-gcov/src/reqpool.c,request_release,request_release (request_st * const r),274,49,2,4.08
lighttpd1-gcov/src/reqpool.c,request_acquire,request_acquire (connection * const con),286,37,0,0.00
lighttpd1-gcov/src/h1.c,h1_send_1xx_info,"h1_send_1xx_info (request_st * const r, connection * const con)",1,51,0,0.00
lighttpd1-gcov/src/h1.c,h1_send_1xx,"h1_send_1xx (request_st * const r, connection * const con)",27,51,0,0.00
lighttpd1-gcov/src/h1.c,h1_send_100_continue,"h1_send_100_continue (request_st * const r, connection * const con)",81,51,0,0.00
lighttpd1-gcov/src/h1.c,h1_send_headers_partial_1xx,"h1_send_headers_partial_1xx (request_st * const r, buffer * const b)",115,51,5,9.80
lighttpd1-gcov/src/h1.c,h1_send_headers,h1_send_headers (request_st * const r),131,51,9,17.65
lighttpd1-gcov/src/h1.c,h1_discard_blank_line,"h1_discard_blank_line (chunkqueue * const cq, uint32_t header_len)",152,51,14,27.45
lighttpd1-gcov/src/h1.c,h1_recv_headers_more,"h1_recv_headers_more (connection * const con, chunkqueue * const cq, chunk *c, const size_t olen)",266,51,16,31.37
lighttpd1-gcov/src/h1.c,h1_check_upgrade,"h1_check_upgrade (request_st * const r, connection * const con)",275,51,15,29.41
lighttpd1-gcov/src/h1.c,h1_recv_headers,"h1_recv_headers (request_st * const r, connection * const con)",312,51,0,0.00
lighttpd1-gcov/src/h1.c,h1_check_expect_100,"h1_check_expect_100 (request_st * const r, connection * const con)",368,51,22,43.14
lighttpd1-gcov/src/h1.c,h1_cq_compact,h1_cq_compact (chunkqueue * const cq),514,51,0,0.00
lighttpd1-gcov/src/h1.c,h1_chunked_crlf,h1_chunked_crlf (chunkqueue * const cq),543,51,0,0.00
lighttpd1-gcov/src/h1.c,h1_chunked,"h1_chunked (request_st * const r, chunkqueue * const cq, chunkqueue * const dst_cq)",562,51,0,0.00
lighttpd1-gcov/src/h1.c,h1_read_body_unknown,"h1_read_body_unknown (request_st * const r, chunkqueue * const cq, chunkqueue * const dst_cq)",595,51,0,0.00
lighttpd1-gcov/src/h1.c,h1_reqbody_read,h1_reqbody_read (request_st * const r),758,51,0,0.00
lighttpd1-gcov/src/h1.c,h1_check_timeout,"h1_check_timeout (connection * const con, const unix_time64_t cur_ts)",774,51,0,0.00
lighttpd1-gcov/src/mod_indexfile.c,__attribute_nonnull__,__attribute_nonnull__(),1,51,0,0.00
lighttpd1-gcov/src/response.c,http_response_physical_path_error,"http_response_physical_path_error (request_st * const r, const int code, const char * const msg)",1,51,0,0.00
lighttpd1-gcov/src/response.c,http_response_prepare,http_response_prepare (request_st * const r),32,51,0,0.00
lighttpd1-gcov/src/response.c,http_response_errdoc_init,http_response_errdoc_init (request_st * const r),230,51,4,7.84
lighttpd1-gcov/src/response.c,http_response_static_errdoc,http_response_static_errdoc (request_st * const r),452,51,14,27.45
lighttpd1-gcov/src/response.c,http_response_merge_trailers,http_response_merge_trailers (request_st * const r),481,51,13,25.49
lighttpd1-gcov/src/response.c,http_response_write_prepare,http_response_write_prepare(request_st * const r),539,51,2,3.92
lighttpd1-gcov/src/response.c,http_response_call_error_handler,"http_response_call_error_handler (request_st * const r, const buffer * const error_handler)",578,51,14,27.45
lighttpd1-gcov/src/response.c,http_response_has_error_handler,http_response_has_error_handler (request_st * const r),727,51,4,7.84
lighttpd1-gcov/src/response.c,http_response_handler,http_response_handler (request_st * const r),771,51,14,27.45
lighttpd1-gcov/src/fdlog_maint.c,fdlog_pipe_spawn,"fdlog_pipe_spawn (const char * const fn, const int rfd)",1,51,0,0.00
lighttpd1-gcov/src/fdlog_maint.c,fdlog_pipe_restart,"fdlog_pipe_restart (fdlog_pipe * const fdp, const unix_time64_t ts)",60,51,3,5.88
lighttpd1-gcov/src/fdlog_maint.c,fdlog_pipes_restart,fdlog_pipes_restart (const unix_time64_t ts),91,51,3,5.88
lighttpd1-gcov/src/fdlog_maint.c,fdlog_pipes_waitpid_cb,fdlog_pipes_waitpid_cb (const pid_t pid),103,51,2,3.92
lighttpd1-gcov/src/fdlog_maint.c,fdlog_pipes_close,fdlog_pipes_close (fdlog_st * const retain),114,51,0,0.00
lighttpd1-gcov/src/fdlog_maint.c,fdlog_pipes_abandon_pids,fdlog_pipes_abandon_pids (void),128,51,0,0.00
lighttpd1-gcov/src/fdlog_maint.c,fdlog_pipe_serrh,fdlog_pipe_serrh (const int fd),145,51,0,0.00
lighttpd1-gcov/src/fdlog_maint.c,fdlog_pipe_init,"fdlog_pipe_init (const char * const fn, const int fds[2], const pid_t pid)",155,51,0,0.00
lighttpd1-gcov/src/fdlog_maint.c,fdlog_pipe_open,fdlog_pipe_open (const char * const fn),171,51,0,0.00
lighttpd1-gcov/src/fdlog_maint.c,fdlog_file_init,"fdlog_file_init (const char * const fn, const int fd)",185,51,0,0.00
lighttpd1-gcov/src/fdlog_maint.c,fdlog_file_open_fd,fdlog_file_open_fd (const char * const fn),214,51,2,3.92
lighttpd1-gcov/src/fdlog_maint.c,fdlog_file_open,fdlog_file_open (const char * const fn),224,51,3,5.88
lighttpd1-gcov/src/fdlog_maint.c,fdlog_open,fdlog_open (const char * const fn),232,51,3,5.88
lighttpd1-gcov/src/fdlog_maint.c,fdlog_files_flush,"fdlog_files_flush (fdlog_st * const errh, const int memrel)",246,51,3,5.88
lighttpd1-gcov/src/fdlog_maint.c,fdlog_files_cycle,fdlog_files_cycle (fdlog_st * const errh),255,51,2,3.92
lighttpd1-gcov/src/fdlog_maint.c,fdlog_files_close,fdlog_files_close (fdlog_st * const retain),273,51,0,0.00
lighttpd1-gcov/src/fdlog_maint.c,fdlog_closeall,fdlog_closeall (fdlog_st * const errh),305,33,5,15.15
lighttpd1-gcov/src/fdlog_maint.c,fdlog_flushall,fdlog_flushall (fdlog_st * const errh),320,18,5,27.78
lighttpd1-gcov/src/http_etag.c,http_etag_matches,"http_etag_matches (const buffer * const etag, const char *s, const int weak_ok)",1,51,0,0.00
lighttpd1-gcov/src/http_etag.c,http_etag_remix,"http_etag_remix (buffer * const etag, const char * const str, const uint32_t len)",19,51,0,0.00
lighttpd1-gcov/src/http_etag.c,http_etag_create,"http_etag_create (buffer * const etag, const struct stat * const st, const int flags)",48,48,0,0.00
lighttpd1-gcov/src/buffer.c,__attribute_nonnull__,__attribute_nonnull__(),1,51,16,31.37
lighttpd1-gcov/src/buffer.c,__attribute_nonnull__,__attribute_nonnull__(),48,51,24,47.06
lighttpd1-gcov/src/buffer.c,__attribute_nonnull__,__attribute_nonnull__(),70,51,25,49.02
lighttpd1-gcov/src/buffer.c,buffer_extend,"buffer_extend (buffer * const b, const size_t x)",95,51,23,45.10
lighttpd1-gcov/src/buffer.c,buffer_copy_path_len2,"buffer_copy_path_len2 (buffer * const restrict b, const char * const restrict s1, size_t len1, const char * const restrict s2, size_t len2)",127,51,28,54.90
lighttpd1-gcov/src/buffer.c,buffer_copy_string_len_lc,"buffer_copy_string_len_lc (buffer * const restrict b, const char * const restrict s, const size_t len)",263,51,12,23.53
lighttpd1-gcov/src/buffer.c,__attribute_nonnull__,__attribute_nonnull__(),273,51,16,31.37
lighttpd1-gcov/src/buffer.c,__attribute_nonnull__,__attribute_nonnull__(),302,51,14,27.45
lighttpd1-gcov/src/buffer.c,buffer_append_bs_escaped,"buffer_append_bs_escaped (buffer * const restrict b,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>723</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                          const char * restrict s, const size_t len)",313,51,15,29.41
lighttpd1-gcov/src/buffer.c,buffer_append_bs_escaped_json,"buffer_append_bs_escaped_json (buffer * const restrict b,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>775</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                               const char * restrict s, const size_t len)",724,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_str_len_to_lower,"webdav_str_len_to_lower (char * const ss, const uint32_t len)",1,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,URIHANDLER_FUNC,URIHANDLER_FUNC(mod_webdav_uri_handler),339,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_double_buffer,"webdav_double_buffer (request_st * const r, buffer * const b)",613,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_xml_log_response,webdav_xml_log_response (request_st * const r),670,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_xml_doctype,"webdav_xml_doctype (buffer * const b, request_st * const r)",762,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_xml_prop,"webdav_xml_prop (buffer * const b,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>815</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                 const webdav_property_name * const prop,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>816</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                 const char * const value, const uint32_t vlen)",803,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_xml_href,"webdav_xml_href (buffer * const b, const buffer * const href)",817,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_xml_status,"webdav_xml_status (buffer * const b, const int status)",847,51,0,0.00
